trip_uuid,source_center,source_name,destination_center,destination_name,data,route_type,tod_bucket,osrm_distance,osrm_time,actual_time,hour_of_day,day_of_week,src_betweenness,src_bottleneck_score,src_avg_delay,src_in_degree,src_out_degree,dst_bottleneck_score,pred_time_ftl,pred_time_cart,pred_p90_ftl,pred_p90_cart,delta_time_min,delta_risk_min,cost_ftl,cost_cart,delta_cost,vot_effective,benefit_ftl,break_even_vot,recommended_route,switch,extrapolated
trip-153825299881642036,IND742121AAA,Nowda_AmtlaDPP_D (West Bengal),IND742102AAB,Berhampore_Central_I_2 (West Bengal),test,Carting,night,25.0844,22.0,87.0,4,6,1.1889041949295614e-06,4.115437597833097e-06,3.4615384615384617,1.0,2.0,0.0133200066666796,73.86226707890751,77.07220218302668,274.44282346793966,150.1611953806874,3.209935104119168,-124.28162808725227,3252.532,1128.798,2123.7340000000004,20.000151349773553,-1178.6264979653222,inf,Carting,False,False
trip-153838778680219372,IND110014AAA,Delhi_Bhogal (Delhi),IND110024AAA,Delhi_Lajpat_IP (Delhi),test,Carting,morning,11.0391,9.0,42.0,10,0,0.0,0.0,2.723214285714286,1.0,1.0,0.0011104508578387,52.737589082908706,29.760792891761962,75.25467985543004,44.6639691860974,-22.976796191146743,-30.590710669332644,2831.173,496.7595,2334.4134999999997,20.0,-765.4430305162613,inf,Carting,False,True
trip-153801517906891689,IND110037AAM,Delhi_Airport_H (Delhi),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),test,Carting,night,31.7234,32.0,185.0,2,3,0.0308106240994679,0.0667169336120179,2.1653872831861944,18.0,22.0,0.0101339474462668,127.68530138792164,94.74481889199075,245.23482835656895,130.6703532917101,-32.940482495930894,-114.56447506485887,3451.702,1427.553,2024.1490000000001,22.453589090936422,-2025.8238821834025,inf,Carting,False,False
trip-153852893614968459,IND624001AAA,Dindigul_Central_D_1 (Tamil Nadu),IND624703AAA,Gujiliam_Parai_D (Tamil Nadu),test,FTL,night,39.1129,36.0,48.0,1,2,3.963013983098538e-06,6.773151171113865e-06,1.709090909090909,1.0,2.0,,65.3217943320709,90.90879952058225,79.4981448235495,92.76315370659057,25.587005188511355,13.265008883041077,3673.387,1760.0805000000003,1913.3065,20.00024909013237,644.3982181625565,59.383476718609074,Carting,True,False
trip-153852893614968459,IND624601AAA,Palani_RjndraRd_D (Tamil Nadu),IND624001AAA,Dindigul_Central_D_1 (Tamil Nadu),test,FTL,night,57.2672,55.0,225.0,4,2,3.566712584788684e-06,4.673623386964483e-06,1.3103448275862069,1.0,1.0,6.773151171113865e-06,87.57308830888563,87.87507494755388,115.13226392004168,104.84576773293054,0.3019866386682537,-10.28649618711114,4218.016,2577.0240000000003,1640.9919999999993,20.000171877673875,-96.82606120250382,inf,Carting,True,False
trip-153851580482569867,IND134203AAA,Naraingarh_Ward2DPP_D (Haryana),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),test,Carting,night,45.1598,37.0,123.0,3,2,0.000404227426276,0.0008706436873638,2.1538461538461537,1.0,1.0,0.1402660721185986,97.53963666578167,144.06499907614915,269.72222419551287,305.9254666614559,46.52536241036748,36.20324246594305,3854.794,2032.1909999999998,1822.603,20.032018885427668,1294.608956851592,28.20188870423713,Carting,False,False
trip-153843234879957146,IND802101AAA,Buxar_Sarswati_D (Bihar),IND802119AAA,Dumraon_Nishangr_D (Bihar),test,FTL,night,17.5609,12.0,39.0,1,1,0.0008080585511537,0.0017903956763131,2.215675675675676,1.0,2.0,0.0,37.46497499846678,30.38940761931161,51.59342812058549,45.55519684437104,-7.075567379155171,-6.038231276214454,3026.827,790.2405,2236.5865000000003,20.065843783010287,-202.5583324633942,inf,Carting,True,False
trip-153818894391972625,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND500050AAA,Patancheru_Ameenpur_I (Telangana),test,Carting,night,33.8776,29.0,54.0,2,5,0.0883397291826111,0.2095564632144561,2.372165560766802,30.0,26.0,0.0023186688263368,71.84534711365424,70.84269321423339,138.62191201501156,117.04514576045008,-1.0026538994208494,-21.576766254561477,3516.328,1524.492,1991.836,27.70667091908419,-326.6903826935578,inf,Carting,False,False
trip-153838774021673271,IND560060AAB,Bengaluru_Kengeri_IP (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),test,Carting,morning,29.8654,29.0,40.0,9,0,0.0,0.0,1.4004877813194243,3.0,2.0,0.0052926359037691,62.60374109102212,64.0919134073863,93.38047264537998,129.30499464011092,1.488172316364178,35.92452199473094,3395.962,1343.943,2052.0190000000002,20.0,389.00866627459294,105.49991184780052,Carting,False,False
trip-153852310732570195,IND201301AAF,Noida_Sec 02_DPC (Uttar Pradesh),IND203205AAA,Sikandrabd_GTRoad_D (Uttar Pradesh),test,FTL,evening,43.8271,43.0,75.0,23,1,0.0008163808805182,0.0017777738757937,2.177628014346765,8.0,2.0,0.0,85.53874821666999,74.02454328490649,106.65007674658537,102.07108459668439,-11.514204931763501,-4.578992149900984,3814.813,1972.2195000000002,1842.5935,20.06537960232353,-276.97650061669174,inf,Carting,True,False
trip-153852310732570195,IND203131AAA,Khurja_Pnjbiyon_D (Uttar Pradesh),IND203135AAA,Jewar_SJRoad_D (Uttar Pradesh),test,FTL,night,34.5382,39.0,53.0,2,2,2.377808389859123e-06,4.6110678217981336e-06,1.9392091648189207,1.0,1.0,6.212292189722033e-06,55.39097090370645,55.21678264212929,67.9907906104485,94.6317533891239,-0.17418826157716438,26.6409627786754,3536.146,1554.219,1981.9270000000001,20.000169577123717,262.9280918657869,150.7593799057195,Carting,True,False
trip-153852310732570195,IND203135AAA,Jewar_SJRoad_D (Uttar Pradesh),IND203396AAB,Pahasu_Kanongyn_D (Uttar Pradesh),test,FTL,night,53.7008,55.0,122.0,3,2,3.963013983098538e-06,6.212292189722033e-06,1.5675675675675675,1.0,2.0,0.0,84.69906399680653,86.20845578578633,111.67685380879661,108.1836482758837,1.5093917889797979,-3.49320553291291,4111.024,2416.536,1694.4880000000003,20.000228463922443,-4.744273743683503,inf,Carting,True,False
trip-153852310732570195,IND203396AAB,Pahasu_Kanongyn_D (Uttar Pradesh),IND203390AAA,Anupshahar_DcntCLY_D (Uttar Pradesh),test,FTL,morning,31.8003,39.0,51.0,6,2,0.0,0.0,1.5517241379310345,1.0,1.0,7.842448454170787e-06,59.09196969490599,69.9510067805344,72.40939899055093,104.08152934991752,10.859037085628408,31.67213035936659,3454.009,1431.0135,2022.9955,20.0,533.9020453062341,75.78152276377423,Carting,True,False
trip-153852310732570195,IND203390AAA,Anupshahar_DcntCLY_D (Uttar Pradesh),IND201301AAF,Noida_Sec 02_DPC (Uttar Pradesh),test,FTL,morning,103.2609,96.0,249.0,7,2,4.755616779718246e-06,7.842448454170787e-06,1.64909176189664,2.0,1.0,0.0017777738757937,240.67783326837397,189.10258337472752,333.83367592671414,251.97094761528422,-51.57524989364646,-81.86272831142992,5597.827,4646.7405,951.0865000000003,20.000288414723695,-1850.1589612567593,inf,Carting,True,True
trip-153835265954729324,IND600032AAB,Chennai_Hub (Tamil Nadu),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),test,Carting,night,37.5022,33.0,60.0,0,0,3.1704111864788306e-06,7.668916016691613e-06,2.41890264877881,3.0,4.0,0.0797633172477622,99.33119251506203,79.52689995366312,268.8377247365719,140.09444827082592,-19.80429256139891,-128.74327646574596,3625.066,1687.5990000000002,1937.4669999999996,20.0002820328762,-1683.5423562653066,inf,Carting,False,False
trip-153809110015262811,IND384265AAB,Patan_Central_D_2 (Gujarat),IND385320AAA,Bhabhar_TirupDPP_D (Gujarat),test,FTL,night,81.5054,76.0,96.0,1,4,0.0012019821410737,0.0023308947839189,1.9392091648189207,1.0,2.0,0.0,109.16562138066905,142.22345220359236,181.99447606514454,157.69644658957168,33.05783082292331,-24.29802947557286,4945.162,3667.743,1277.4190000000003,20.08572123603885,419.9686512616645,61.094755188365696,Carting,True,False
trip-153825450976152874,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121002AAB,Faridabad_Mthurard_L (Haryana),test,Carting,evening,70.26610000000001,67.0,102.0,20,5,0.2139032235358459,0.4575710171408227,2.13914970320278,41.0,48.0,0.0,115.7132239491976,112.72505327650852,147.0600184397881,134.47792449499585,-2.9881706726890798,-12.582093944792263,4607.983,3161.9745000000003,1446.0085,30.0,-278.3765293525563,inf,Carting,False,False
trip-153840968499181497,IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),test,FTL,afternoon,87.8094,62.0,134.0,16,0,0.0073500038837537,0.0156099201073601,2.123797531844036,12.0,9.0,0.1402660721185986,123.0820891143326,179.19976618961005,176.31401359405834,202.31468738743374,56.11767707527744,26.000673793375398,5134.281999999999,3951.423,1182.8589999999995,20.574072092529576,1422.0390023516773,17.113613832709042,FTL,False,False
trip-153803019766517033,IND302014AAB,Jaipur_Central_I_7 (Rajasthan),IND302006AAC,Jaipur_Central_D_10 (Rajasthan),test,Carting,morning,18.8679,18.0,36.0,6,3,7.490096428056237e-05,0.0002004940601925,2.67678877192424,7.0,11.0,0.0,65.0636711810044,48.9395528768153,98.27371571584604,76.81768248639763,-16.124118304189096,-21.45603322944841,3066.037,849.0554999999999,2216.9815,20.00737339101564,-537.2406896686279,inf,Carting,False,False
trip-153817347407587197,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560058AAD,Bengaluru_Peenya_L (Karnataka),test,Carting,evening,15.2541,19.0,30.0,22,4,0.1199941083671602,0.2226269246338209,1.855315462261053,36.0,35.0,0.0,56.90576279648909,29.850110412642668,66.4759347004345,58.767823823885,-27.055652383846425,-7.70811087654949,2957.623,686.4345,2271.1885,28.187351607116927,-871.2628024553818,inf,Carting,False,False
trip-153834250503101912,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400701AAB,Mumbai_Pawane_L (Maharashtra),test,Carting,evening,21.1734,18.0,40.0,21,6,0.054239531307541,0.1300924670991227,2.398480664618793,27.0,27.0,0.0,68.21366767072573,43.06565896714373,78.88488206314331,84.29899740295146,-25.148008703581993,5.4141153398081485,3135.202,952.803,2182.3990000000003,24.784294493263637,-556.1831391275825,inf,Carting,False,False
trip-153834250503101912,IND400701AAB,Mumbai_Pawane_L (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),test,Carting,night,23.0598,21.0,125.0,1,0,0.0,0.0,2.345970695970696,2.0,1.0,0.1300924670991227,141.8718957400807,74.54118046517688,360.72332753915043,186.24243705554494,-67.33071527490382,-174.4808904836055,3191.794,1037.691,2154.103,20.0,-3091.423210334132,inf,Carting,False,False
trip-153841399873290756,IND400072AAB,Mumbai Hub (Maharashtra),IND400015AAA,Mumbai_CottonGreen_DPC (Maharashtra),test,Carting,afternoon,18.1627,16.0,60.0,17,0,0.004996699358341,0.0130698692561693,2.615700549273936,11.0,9.0,0.0010436325913323,51.81975816016195,56.90407851220275,117.07396889442006,84.66923810453196,5.084320352040798,-32.404730789888106,3044.8810000000003,817.3215,2227.5595000000003,20.480658910575677,-227.70488827611828,inf,Carting,False,False
trip-153836403640980213,IND517501AAB,Tirupati_Balajicly_I (Andhra Pradesh),IND517583AAA,Puttur_Artmclny_D (Andhra Pradesh),test,Carting,night,33.6507,25.0,56.0,3,0,9.511233559436491e-06,2.0783875847574592e-05,2.185192458758837,2.0,2.0,7.682150182621781e-06,57.07673735603152,55.9529970527609,73.66462365595677,68.71814282904631,-1.1237403032706226,-4.946480826910459,3509.5209999999997,1514.2815,1995.2394999999997,20.00076435004258,-71.94236368688104,inf,Carting,False,False
trip-153836403640980213,IND517583AAA,Puttur_Artmclny_D (Andhra Pradesh),IND516101AAA,Koduru_MGRoad_D (Andhra Pradesh),test,Carting,night,67.1115,47.0,98.0,4,0,3.566712584788684e-06,7.682150182621781e-06,2.1538461538461537,1.0,1.0,7.67618578030608e-06,102.19634091291616,99.94928897458064,136.20653308426614,105.54949501770034,-2.2470519383355168,-30.657038066565804,4513.345,3020.0175000000004,1493.3274999999999,20.0002825195773,-351.5163848752501,inf,Carting,False,False
trip-153836403640980213,IND516101AAA,Koduru_MGRoad_D (Andhra Pradesh),IND516115AAA,Rajampet_RSRoad_D (Andhra Pradesh),test,Carting,morning,34.8025,24.0,53.0,6,0,3.566712584788684e-06,7.67618578030608e-06,2.152173913043478,1.0,1.0,8.959242326076338e-06,53.43314634590061,65.30611033768004,73.07333517023201,79.58724615453448,11.872963991779429,6.51391098430247,3544.075,1566.1125000000002,1977.9624999999996,20.000282300229806,302.60266085836054,130.7318589567363,Carting,False,False
trip-153836403640980213,IND516115AAA,Rajampet_RSRoad_D (Andhra Pradesh),IND517501AAB,Tirupati_Balajicly_I (Andhra Pradesh),test,Carting,morning,88.7908,66.0,142.0,8,0,3.566712584788684e-06,8.959242326076338e-06,2.511904761904762,1.0,1.0,2.0783875847574592e-05,151.12768360722822,153.1872778470622,195.67559639878434,183.17319264724878,2.0595942398339844,-12.502403751535553,5163.724,3995.5860000000002,1168.138,20.000329486054653,-83.83353379493846,inf,Carting,False,True
trip-153825016639483898,IND400015AAA,Mumbai_CottonGreen_DPC (Maharashtra),IND400072AAB,Mumbai Hub (Maharashtra),test,Carting,evening,17.583299999999998,17.0,39.0,19,5,0.0003951124941149,0.0010436325913323,2.641355580693816,3.0,2.0,0.0130698692561693,47.679544596876404,47.42709546162502,160.5804847335396,78.04072050491501,-0.252449135251382,-82.53976422862459,3027.499,791.2484999999999,2236.2505,20.038380743874256,-832.0402829520251,inf,Carting,False,False
trip-153837593877261933,IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),IND842003AAB,Jabalpur_Adhartal_IP (Madhya Pradesh),test,FTL,morning,290.3045,218.0,527.0,6,0,0.0254728742197988,0.0625015236765678,2.4536502295445044,13.0,9.0,0.0268793855581259,497.51286212128696,354.4679251098989,595.6909952783209,412.0600363716159,-143.04493701138807,-183.63095890670496,11209.135,13063.702500000001,-1854.567500000001,22.29856272399347,-5237.049727922246,inf,Carting,True,True
trip-153825730923276362,IND518002AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),IND518401AAA,Nandikotkr_UmarDPP_D (Andhra Pradesh),test,FTL,evening,31.8096,30.0,57.0,21,5,0.0099372575626195,0.0188984815585573,1.90178038955604,9.0,7.0,0.0015639842925557,59.88221391908691,44.54956914099423,109.3204866377906,72.3283387470031,-15.332644778092678,-36.99214789078749,3454.288,1431.432,2022.856,20.695012580419117,-700.0857595620113,inf,Carting,True,False
trip-153825730923276362,IND518401AAA,Nandikotkr_UmarDPP_D (Andhra Pradesh),IND518422AAB,Atmakur_IndraNgr_D (Andhra Pradesh),test,FTL,night,31.5405,22.0,35.0,0,6,0.0008080585511537,0.0015639842925557,1.935483870967742,1.0,1.0,0.0018991093258173,50.453297078268996,49.99015213915351,67.18897442824156,60.871349456094684,-0.4631449391154874,-6.317624972146881,3446.215,1419.3225,2026.8925000000002,20.057517253729408,-72.64747354800026,inf,Carting,True,False
trip-153854968158397134,IND302014AAB,Jaipur_Central_I_7 (Rajasthan),IND302006AAC,Jaipur_Central_D_10 (Rajasthan),test,Carting,morning,17.7544,19.0,36.0,6,2,7.490096428056237e-05,0.0002004940601925,2.67678877192424,7.0,11.0,0.0,63.799694449493856,49.62989381191836,98.27371571584604,74.37793055776653,-14.169800637575499,-23.895785158079505,3032.632,798.948,2233.684,20.00737339101564,-522.5464402968177,inf,Carting,False,False
trip-153802129387685527,IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),IND532127AAA,Rajam_SamathBv_D (Andhra Pradesh),test,FTL,night,34.2515,30.0,64.0,4,3,0.0071556180478827,0.0132691541164876,1.8543686971126,5.0,4.0,0.003040701738812,60.197023265893534,65.0978277566028,83.30310341627992,92.51324683487535,4.9008044907092625,9.210143418595422,3527.545,1541.3175,1986.2275,20.48798783192733,194.75627591755048,208.94733512293615,Carting,True,False
trip-153802129387685527,IND532127AAA,Rajam_SamathBv_D (Andhra Pradesh),IND535591AAA,Salur_ward9_D (Andhra Pradesh),test,FTL,night,49.0123,43.0,73.0,5,3,0.0016145318967143,0.003040701738812,1.8833333333333333,1.0,1.0,0.0026812554489138,80.46113052250834,113.87581343347613,98.19549782963524,96.14055986597604,33.414682910967784,-2.0549379636591993,3970.369,2205.5535,1764.8155000000002,20.111825172579522,651.3659843697594,54.49111812647237,Carting,True,False
trip-153802129387685527,IND535558AAA,Bobbili_ColegRd_D (Andhra Pradesh),IND535501AAB,Parvathipuram_Central_D_2 (Andhra Pradesh),test,FTL,morning,25.6443,23.0,35.0,8,3,0.0015955094295954,0.0030940265084265,1.9392091648189207,1.0,1.0,0.0024824319590129,40.99263434939702,47.6181058473362,49.38349632980067,80.48300245795151,6.625471497939181,31.099506128150843,3269.329,1153.9935,2115.3355,20.113786250013984,446.02772688642165,95.39184120026893,Carting,True,False
trip-153802129387685527,IND535501AAB,Parvathipuram_Central_D_2 (Andhra Pradesh),IND532440AAA,Palakonda_VadaiDPP_D (Andhra Pradesh),test,FTL,morning,45.3125,41.0,68.0,9,3,0.001585998196036,0.0024824319590129,1.565217391304348,1.0,2.0,0.0,68.2058462479667,75.89109425864959,104.58510267932995,118.28141790167591,7.6852480106828835,13.696315222345959,3859.375,2039.0625,1820.3125,20.091294183408465,291.9949278355086,125.25023709945506,Carting,True,False
trip-153802129387685527,IND532440AAA,Palakonda_VadaiDPP_D (Andhra Pradesh),IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),test,FTL,morning,40.6456,36.0,53.0,10,3,0.0,0.0,1.5,1.0,1.0,0.0132691541164876,67.82420238170856,118.47313628109107,154.94566073549953,144.7485751229916,50.64893389938251,-10.19708561250792,3719.368,1829.0520000000001,1890.3159999999998,20.0,911.0078218625711,41.49944609992956,Carting,True,False
trip-153805785191245224,IND400072AAB,Mumbai Hub (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),test,Carting,afternoon,27.4911,23.0,70.0,14,3,0.004996699358341,0.0130698692561693,2.615700549273936,11.0,9.0,0.1300924670991227,83.02414375481398,112.45223293717187,75.24660812627062,193.76019777283256,29.428089182357894,118.51358964656194,3324.733,1237.0995,2087.6335,20.480658910575677,1816.324859843458,23.539902243850953,Carting,False,False
trip-153800950402244509,IND585104AAA,Gulbarga_Nehrugnj_I (Karnataka),IND585211AAA,Chittapur_GlbrgaRD_D (Karnataka),test,Carting,night,47.3164,37.0,74.0,0,3,0.0063828303211785,0.0198035197214221,3.1026235580340056,5.0,5.0,0.0008130961516207,93.25562386773797,80.23351431894922,121.51065124683448,117.51569450641232,-13.022109548788748,-3.994956740422168,3919.492,2129.2380000000003,1790.254,20.728296360758897,-311.3304696015025,inf,Carting,False,False
trip-153800950402244509,IND585211AAA,Chittapur_GlbrgaRD_D (Karnataka),IND585222AAA,Sedam_DBRCmplx_D (Karnataka),test,Carting,night,25.3819,24.0,34.0,2,3,0.000399075508098,0.0008130961516207,2.037449392712551,2.0,2.0,7.24012169989156e-07,46.91018067413181,38.71198466100138,59.04568253107839,68.60032531064756,-8.198196013130428,9.554642779569171,3261.4570000000003,1142.1855,2119.2715000000003,20.02990251109412,-68.51978520829304,inf,Carting,False,False
trip-153800950402244509,IND585222AAA,Sedam_DBRCmplx_D (Karnataka),IND585307AAB,Chincholi_Mainroad_D (Karnataka),test,Carting,night,39.843,37.0,54.0,3,3,3.963013983098538e-07,7.24012169989156e-07,1.8269230769230769,2.0,2.0,0.0007371696235864,64.77562020905897,58.96467998936906,77.83900003782738,80.51689029832637,-5.810940219689911,2.677890260498998,3695.29,1792.9350000000002,1902.3549999999998,20.00002662634905,-89.44002086171045,inf,Carting,False,False
trip-153800950402244509,IND585307AAB,Chincholi_Mainroad_D (Karnataka),IND585104AAA,Gulbarga_Nehrugnj_I (Karnataka),test,Carting,night,72.98519999999999,67.0,637.0,5,3,0.000399075508098,0.0007371696235864,1.8471933471933475,2.0,2.0,0.0198035197214221,169.28387673077702,299.365457132536,221.55786383468887,406.1512904347237,130.08158040175897,184.59342660003483,4689.556,3284.334,1405.2219999999998,20.027110228973047,4453.594600496418,6.319060986610919,FTL,True,False
trip-153846082797358978,IND411014AAA,PNQ Vadgaon Sheri DPC (Maharashtra),IND411043AAA,Pune Balaji Nagar (Maharashtra),test,Carting,morning,15.3473,15.0,98.0,6,1,0.0015970946351887,0.0037192414444,2.3287545787545785,3.0,3.0,0.0,55.3206991782724,37.281996306681904,68.65035763309392,58.11518333263284,-18.038702871590495,-10.53517430046108,2960.419,690.6285,2269.7905,20.136779221413356,-469.31361663963924,inf,Carting,False,False
trip-153808928878130103,IND786001AAB,Dibrugarh_Bokule_H (Assam),IND786184AAA,Chabua_CollgeRD_D (Assam),test,Carting,evening,20.8728,14.0,34.0,23,3,0.0118541674262443,0.0283971448421164,2.395541063410921,6.0,5.0,0.001799055924712,46.83522664583235,42.157155499251765,82.49108315957977,95.94718036891364,-4.678071146580585,13.456097209333862,3126.184,939.2760000000001,2186.9080000000004,21.044336437935563,43.14041531815301,1066.7961207931912,Carting,False,False
trip-153808928878130103,IND786190AAA,DoomDooma_Pthrgoan_D (Assam),IND792103AAB,Namsai_HelipadRD_D (Arunachal Pradesh),test,Carting,night,48.2501,35.0,64.0,4,4,0.0019981516502782,0.0052115253378652,2.6081730769230766,2.0,2.0,0.0019267221910393,92.80031487572674,100.46363230107626,144.743362840967,108.2678663205467,7.663317425349518,-36.47549652042029,3947.503,2171.2545,1776.2485000000001,20.191659613592034,-213.51530802497763,inf,Carting,False,False
trip-153808928878130103,IND792103AAB,Namsai_HelipadRD_D (Arunachal Pradesh),IND792001AAA,Tezu_Farmnala_D (Arunachal Pradesh),test,Carting,night,133.45129999999995,96.0,64.0,5,4,0.0008080585511537,0.0019267221910393,2.3843843843843846,1.0,1.0,0.0005555111774569,207.97040725143546,86.31193711815651,323.3252480638889,164.25789089564523,-121.65847013327895,-159.0673571682437,6503.538999999999,6005.308499999997,498.2305000000015,20.070857341506287,-4038.0989151380686,inf,Carting,False,True
trip-153802437911881393,IND144001AAB,Jalandhar_DPC (Punjab),IND144401AAB,Phagwara_Lovely_D (Punjab),test,Carting,night,17.1174,15.0,55.0,4,3,0.0035829609421193,0.007199594453526,2.009397972746919,5.0,5.0,0.0,52.030926551705164,36.74617592380663,84.53074518256393,59.992340518303855,-15.284750627898532,-24.538404664260078,3013.522,770.283,2243.239,20.264773056163897,-558.3746035351944,inf,Carting,False,False
trip-153802437911881393,IND144401AAB,Phagwara_Lovely_D (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),test,Carting,night,14.0554,13.0,18.0,5,3,0.0,0.0,1.6944444444444442,1.0,1.0,0.007199594453526,54.85321074788737,34.436136186784125,123.73963170866868,51.43227030642712,-20.41707456110324,-72.30736140224155,2921.6620000000003,632.493,2289.1690000000003,20.0,-1131.4151052444804,inf,Carting,False,False
trip-153823878799649049,IND523226AAA,Chimkurthy_MSRClgRd_D (Andhra Pradesh),IND523316AAB,Markapur_VidyaNgr_D (Andhra Pradesh),test,FTL,evening,72.13380000000001,59.0,102.0,23,5,0.0,0.0,1.9392091648189207,1.0,1.0,0.0023470387645686,112.84550391379783,151.50310602640533,127.99979679947944,254.7051299069749,38.657602112607506,126.70533310749545,4664.014,3246.021,1417.993,20.0,2040.2053733271046,13.900492749782149,FTL,False,False
trip-153823878799649049,IND523316AAB,Markapur_VidyaNgr_D (Andhra Pradesh),IND522647AAA,Vinukonda_Kothapet_D (Andhra Pradesh),test,FTL,night,75.9114,53.0,87.0,1,6,0.0012019821410737,0.0023470387645686,1.9526402966951748,2.0,1.0,0.0019729973197055,106.26956270303386,111.91523036541746,154.4938317830924,125.23102815072683,5.645667662383602,-29.26280363236556,4777.342000000001,3416.013,1361.3290000000006,20.08631494879904,-180.49028625939053,inf,Carting,True,False
trip-153823878799649049,IND522647AAA,Vinukonda_Kothapet_D (Andhra Pradesh),IND523201AAA,Addanki_Oilmilrd_D (Andhra Pradesh),test,FTL,night,59.6503,50.0,72.0,3,6,0.0011924709075143,0.0019729973197055,1.6545454545454543,1.0,1.0,0.0018690762848487,85.44801305777291,88.40136308577227,110.11540897955922,138.4261135691861,2.953350027999363,28.31070458962688,4289.509,2684.2635,1605.2455,20.072559160590743,343.41543953559625,93.8262569370653,Carting,True,False
trip-153845186341223055,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND834002AAB,Ranchi_Hub (Jharkhand),test,FTL,night,1589.8346,1140.0,2751.0,3,1,0.054239531307541,0.1300924670991227,2.398480664618793,27.0,27.0,0.014708563693356,2467.463815972639,347.9997018171907,2568.509928557373,399.6244076914837,-2119.4641141554484,-2168.8855208658892,50195.038,71542.557,-21347.519,24.784294493263637,-79406.57150879063,inf,Carting,True,True
trip-153845186341223055,IND834002AAB,Ranchi_Hub (Jharkhand),IND781018AAB,Guwahati_Hub (Assam),test,FTL,morning,1080.3713,777.0,2316.0,7,3,0.0045967376619863,0.014708563693356,3.199783145118668,5.0,5.0,0.0877581633125842,1662.565522417684,388.9653064728471,1613.8567215825751,433.58367508173853,-1273.600215944837,-1180.2730465008367,34911.138999999996,48616.7085,-13705.569500000005,20.540923712579936,-38282.87418014223,inf,Carting,True,True
trip-153855382748399399,IND184104AAA,Kathua_BOB_D (Jammu & Kashmir),IND184121AAA,Samba_Wardno13_D (Jammu & Kashmir),test,FTL,evening,45.6071,42.0,69.0,23,2,0.001009181510796,0.0019395325639386,1.921886740085809,2.0,4.0,0.0007669742810257,70.521531942607,69.73066300314026,97.9525786471431,103.33619125968221,-0.7908689394667334,5.38361261253911,3868.213,2052.3195,1815.8935000000001,20.071328457151072,38.154338265571305,955.2621415686848,Carting,True,False
trip-153855382748399399,IND184121AAA,Samba_Wardno13_D (Jammu & Kashmir),IND181152AAB,Jammu_Central_I_1 (Jammu & Kashmir),test,FTL,night,34.7509,31.0,41.0,1,3,0.0003955087955132,0.0007669742810257,1.9392091648189207,3.0,3.0,0.0028441638519544,62.0998058909232,63.678467996820345,91.78158337908587,80.52330414721993,1.5786621058971448,-11.258279231865941,3542.527,1563.7905,1978.7365,20.028206328244895,-81.12379929891316,inf,Carting,True,False
trip-153827258807284897,IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),IND462011AAA,Bhopal MP Nagar (Madhya Pradesh),test,Carting,night,13.5997,12.0,25.0,1,6,0.0254728742197988,0.0625015236765678,2.4536502295445044,13.0,9.0,0.0,67.60418237000701,35.19196550271854,103.08812776469289,54.491593281020236,-32.41221686728847,-48.59653448367265,2907.991,611.9865,2296.0045,22.29856272399347,-1264.562287015354,inf,Carting,False,False
trip-153827258807284897,IND462042AAA,Bhopal_Kolar Mandakni (Madhya Pradesh),IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),test,Carting,night,19.2405,20.0,64.0,3,6,0.0,0.0,2.1538461538461537,1.0,1.0,0.0625015236765678,100.20473439618351,64.47786526047425,461.2679207602821,138.38230779159704,-35.726869135709265,-322.88561296868505,3077.215,865.8225,2211.3925,20.0,-3943.393512401036,inf,Carting,False,False
trip-153801780784397001,IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),test,Carting,night,26.231,22.0,60.0,3,3,0.0005649614404229,0.0017595203248922,3.1144078144078144,3.0,1.0,0.1300924670991227,100.59647838572589,72.74747681239602,99.3814388154004,181.76922593477,-27.849001573329872,82.38778711936959,3286.9300000000003,1180.395,2106.5350000000003,20.06470830778198,267.7613651050688,157.85328215124713,Carting,False,False
